File Name:	C:\Rodrigo Simetti\2016 - 06 Termo Tulio\Eucalyptus DTG-60H 2016-05-28 15-50.tad

[File Information]
File Name:	Eucalyptus DTG-60H 2016-05-28 15-50.tad
Sample Name:	Eucalyptus 02
Acquisition Date	16/05/28
Acquisition Time	15:51:28(-0300)
Detector:	DTG-60H
Serial No:	C30574700307
Operator:	Rodrigo Simetti
Atmosphere:	Nitrogen
Flow Rate:	50[ml/min]
Annotation:	Trabalho 2016
	Eucalyptus 
Cell:	Alumina
Sample Weight:	4.246[mg]
Molecular Weight:	0.00


[Program]
[Sampling Parameters]
Sampling Time [ sec ]:	1.0
Start Acquisition Setting:	Acquisition measurement simultaneously
Stop Acquisition Setting:	Acquisition measurement simultaneously


[Temp Program]
Temp Rate	Hold Temp	Hold Time	Gas
[C/min ]	[  C   ]	[  min  ]
10.00	600.0	0	1


[Data]
Time	Temp	DTA	TGA
sec	C	uV	mg
2683.000	484.116	-9.401	0.888
2684.000	484.244	-9.411	0.888
2685.000	484.455	-9.422	0.888
2686.000	484.537	-9.433	0.888
2687.000	484.789	-9.444	0.887
2688.000	484.872	-9.455	0.887
2689.000	485.083	-9.467	0.887
2690.000	485.205	-9.478	0.886
2691.000	485.445	-9.491	0.886
2692.000	485.575	-9.502	0.886
2693.000	485.710	-9.514	0.886
2694.000	485.873	-9.527	0.886
2695.000	486.061	-9.541	0.885
2696.000	486.280	-9.552	0.885
2697.000	486.379	-9.566	0.885
2698.000	486.605	-9.579	0.885
2699.000	486.721	-9.592	0.885
2700.000	486.955	-9.604	0.884
2701.000	487.013	-9.618	0.884
2702.000	487.263	-9.633	0.884
2703.000	487.396	-9.647	0.883
2704.000	487.622	-9.661	0.883
2705.000	487.701	-9.676	0.883
2706.000	487.923	-9.690	0.883
2707.000	488.089	-9.702	0.882
2708.000	488.262	-9.716	0.882
2709.000	488.429	-9.728	0.882
2710.000	488.556	-9.741	0.882
2711.000	488.811	-9.752	0.881
2712.000	488.924	-9.764	0.881
2713.000	489.151	-9.775	0.881
2714.000	489.218	-9.785	0.881
2715.000	489.478	-9.797	0.880
2716.000	489.598	-9.806	0.880
2717.000	489.789	-9.817	0.880
2718.000	489.925	-9.828	0.880
2719.000	490.169	-9.838	0.879
2720.000	490.343	-9.848	0.879
2721.000	490.459	-9.858	0.879
2722.000	490.641	-9.867	0.879
2723.000	490.801	-9.878	0.879
2724.000	491.057	-9.886	0.879
2725.000	491.116	-9.893	0.878
2726.000	491.378	-9.902	0.878
2727.000	491.457	-9.910	0.878
2728.000	491.709	-9.918	0.878
2729.000	491.785	-9.924	0.877
2730.000	491.998	-9.932	0.877
2731.000	492.149	-9.939	0.877
2732.000	492.371	-9.947	0.876
2733.000	492.553	-9.954	0.876
2734.000	492.635	-9.963	0.876
2735.000	492.856	-9.972	0.876
2736.000	492.970	-9.982	0.875
2737.000	493.221	-9.991	0.875
2738.000	493.269	-10.001	0.875
2739.000	493.560	-10.013	0.875
2740.000	493.672	-10.025	0.874
2741.000	493.884	-10.037	0.874
2742.000	493.952	-10.050	0.874
2743.000	494.164	-10.063	0.874
2744.000	494.350	-10.075	0.874
2745.000	494.523	-10.087	0.873
2746.000	494.665	-10.100	0.873
2747.000	494.841	-10.113	0.873
2748.000	495.032	-10.125	0.873
2749.000	495.124	-10.137	0.873
2750.000	495.340	-10.150	0.872
2751.000	495.449	-10.163	0.872
2752.000	495.722	-10.174	0.872
2753.000	495.814	-10.184	0.871
2754.000	496.017	-10.197	0.871
2755.000	496.138	-10.209	0.871
2756.000	496.352	-10.221	0.871
2757.000	496.510	-10.232	0.870
2758.000	496.649	-10.244	0.870
2759.000	496.848	-10.257	0.870
2760.000	496.998	-10.272	0.870
2761.000	497.223	-10.283	0.869
2762.000	497.265	-10.296	0.869
2763.000	497.522	-10.309	0.869
2764.000	497.626	-10.322	0.869
2765.000	497.889	-10.334	0.869
2766.000	497.947	-10.347	0.868
2767.000	498.177	-10.360	0.868
2768.000	498.349	-10.373	0.868
2769.000	498.546	-10.385	0.868
2770.000	498.651	-10.398	0.868
2771.000	498.826	-10.412	0.867
2772.000	499.039	-10.424	0.867
2773.000	499.187	-10.439	0.866
2774.000	499.380	-10.451	0.866
2775.000	499.463	-10.467	0.866
2776.000	499.729	-10.481	0.866
2777.000	499.819	-10.494	0.865
2778.000	500.039	-10.507	0.865
2779.000	500.132	-10.519	0.865
2780.000	500.393	-10.534	0.865
2781.000	500.550	-10.545	0.865
2782.000	500.715	-10.559	0.864
2783.000	500.850	-10.571	0.864
2784.000	501.039	-10.585	0.864
2785.000	501.229	-10.598	0.864
2786.000	501.345	-10.611	0.864
2787.000	501.560	-10.623	0.864
2788.000	501.688	-10.637	0.863
2789.000	501.932	-10.650	0.863
2790.000	501.982	-10.663	0.863
2791.000	502.208	-10.675	0.863
2792.000	502.335	-10.688	0.863
2793.000	502.578	-10.703	0.862
2794.000	502.692	-10.716	0.862
2795.000	502.893	-10.731	0.862
2796.000	503.044	-10.745	0.861
2797.000	503.205	-10.760	0.861
2798.000	503.365	-10.773	0.861
2799.000	503.492	-10.788	0.860
2800.000	503.724	-10.802	0.860
2801.000	503.835	-10.816	0.860
2802.000	504.084	-10.829	0.860
2803.000	504.113	-10.843	0.860
2804.000	504.366	-10.856	0.859
2805.000	504.490	-10.870	0.859
2806.000	504.719	-10.882	0.859
2807.000	504.825	-10.895	0.859
2808.000	505.045	-10.909	0.858
2809.000	505.214	-10.921	0.858
2810.000	505.356	-10.933	0.858
2811.000	505.490	-10.945	0.858
2812.000	505.639	-10.958	0.858
2813.000	505.884	-10.969	0.857
2814.000	505.986	-10.980	0.857
2815.000	506.202	-10.992	0.857
2816.000	506.312	-11.003	0.857
2817.000	506.560	-11.016	0.857
2818.000	506.663	-11.027	0.856
2819.000	506.857	-11.039	0.856
2820.000	507.006	-11.052	0.856
2821.000	507.223	-11.065	0.856
2822.000	507.384	-11.077	0.855
2823.000	507.541	-11.090	0.855
2824.000	507.695	-11.103	0.855
2825.000	507.847	-11.117	0.855
2826.000	508.075	-11.129	0.854
2827.000	508.126	-11.142	0.854
2828.000	508.394	-11.155	0.854
2829.000	508.500	-11.167	0.854
2830.000	508.770	-11.179	0.854
2831.000	508.808	-11.190	0.853
2832.000	509.039	-11.202	0.853
2833.000	509.190	-11.211	0.853
2834.000	509.390	-11.223	0.853
2835.000	509.517	-11.234	0.852
2836.000	509.695	-11.247	0.852
2837.000	509.882	-11.259	0.852
2838.000	510.011	-11.272	0.852
2839.000	510.199	-11.284	0.852
2840.000	510.291	-11.298	0.851
2841.000	510.547	-11.311	0.851
2842.000	510.657	-11.324	0.851
2843.000	510.905	-11.337	0.851
2844.000	510.979	-11.350	0.850
2845.000	511.214	-11.364	0.850
2846.000	511.340	-11.376	0.850
2847.000	511.515	-11.389	0.850
2848.000	511.659	-11.402	0.850
2849.000	511.853	-11.416	0.849
2850.000	512.075	-11.427	0.849
2851.000	512.155	-11.439	0.849
2852.000	512.358	-11.450	0.848
2853.000	512.480	-11.461	0.848
2854.000	512.749	-11.471	0.848
2855.000	512.818	-11.479	0.848
2856.000	513.065	-11.490	0.847
2857.000	513.211	-11.499	0.847
2858.000	513.418	-11.508	0.847
2859.000	513.518	-11.515	0.847
2860.000	513.700	-11.524	0.847
2861.000	513.883	-11.533	0.846
2862.000	514.059	-11.542	0.846
2863.000	514.242	-11.549	0.846
2864.000	514.356	-11.557	0.846
2865.000	514.578	-11.565	0.845
2866.000	514.688	-11.573	0.845
2867.000	514.926	-11.579	0.845
2868.000	515.022	-11.587	0.845
2869.000	515.292	-11.595	0.844
2870.000	515.418	-11.603	0.844
2871.000	515.650	-11.611	0.844
2872.000	515.721	-11.618	0.844
2873.000	515.915	-11.628	0.844
2874.000	516.092	-11.637	0.844
2875.000	516.260	-11.646	0.843
2876.000	516.437	-11.656	0.843
2877.000	516.563	-11.666	0.843
2878.000	516.816	-11.676	0.843
2879.000	516.907	-11.686	0.842
2880.000	517.131	-11.695	0.842
2881.000	517.243	-11.704	0.842
2882.000	517.510	-11.714	0.842
2883.000	517.627	-11.721	0.842
2884.000	517.804	-11.729	0.841
2885.000	517.970	-11.737	0.841
2886.000	518.145	-11.747	0.841
2887.000	518.310	-11.755	0.841
2888.000	518.426	-11.764	0.841
2889.000	518.637	-11.774	0.840
2890.000	518.771	-11.785	0.840
2891.000	519.011	-11.794	0.840
2892.000	519.065	-11.805	0.840
2893.000	519.300	-11.818	0.839
2894.000	519.406	-11.829	0.839
2895.000	519.655	-11.840	0.839
2896.000	519.722	-11.852	0.839
2897.000	519.926	-11.864	0.838
2898.000	520.097	-11.873	0.838
2899.000	520.264	-11.884	0.838
2900.000	520.386	-11.893	0.837
2901.000	520.523	-11.903	0.837
2902.000	520.748	-11.911	0.837
2903.000	520.869	-11.919	0.837
2904.000	521.080	-11.927	0.837
2905.000	521.185	-11.934	0.836
2906.000	521.460	-11.942	0.836
2907.000	521.538	-11.949	0.836
2908.000	521.748	-11.957	0.836
2909.000	521.838	-11.964	0.835
2910.000	522.080	-11.973	0.835
2911.000	522.235	-11.980	0.835
2912.000	522.397	-11.986	0.835
2913.000	522.529	-11.993	0.835
2914.000	522.686	-12.000	0.834
2915.000	522.907	-12.005	0.834
2916.000	522.996	-12.010	0.834
2917.000	523.230	-12.016	0.834
2918.000	523.359	-12.021	0.833
2919.000	523.632	-12.026	0.833
2920.000	523.692	-12.032	0.833
2921.000	523.875	-12.038	0.832
2922.000	524.012	-12.044	0.832
2923.000	524.239	-12.052	0.832
2924.000	524.388	-12.058	0.832
2925.000	524.517	-12.066	0.831
2926.000	524.748	-12.072	0.831
2927.000	524.879	-12.080	0.831
2928.000	525.077	-12.085	0.831
2929.000	525.163	-12.091	0.831
2930.000	525.451	-12.099	0.830
2931.000	525.558	-12.104	0.830
2932.000	525.794	-12.110	0.830
2933.000	525.888	-12.116	0.830
2934.000	526.119	-12.122	0.829
2935.000	526.248	-12.127	0.829
2936.000	526.433	-12.132	0.829
2937.000	526.569	-12.138	0.829
2938.000	526.753	-12.144	0.829
2939.000	526.945	-12.149	0.828
2940.000	527.109	-12.154	0.828
2941.000	527.281	-12.160	0.828
2942.000	527.397	-12.166	0.828
2943.000	527.668	-12.171	0.828
2944.000	527.775	-12.175	0.827
2945.000	527.987	-12.180	0.827
2946.000	528.100	-12.185	0.827
2947.000	528.373	-12.190	0.826
2948.000	528.463	-12.193	0.826
2949.000	528.627	-12.198	0.826
2950.000	528.802	-12.202	0.826
2951.000	528.975	-12.206	0.826
2952.000	529.187	-12.209	0.826
2953.000	529.282	-12.213	0.825
2954.000	529.513	-12.218	0.825
2955.000	529.625	-12.222	0.825
2956.000	529.874	-12.227	0.825
2957.000	529.937	-12.232	0.824
2958.000	530.187	-12.237	0.824
2959.000	530.317	-12.243	0.824
2960.000	530.578	-12.250	0.824
2961.000	530.639	-12.255	0.824
2962.000	530.829	-12.262	0.823
2963.000	530.991	-12.268	0.823
2964.000	531.178	-12.273	0.823
2965.000	531.337	-12.278	0.823
2966.000	531.456	-12.284	0.823
2967.000	531.753	-12.288	0.822
2968.000	531.832	-12.292	0.822
2969.000	532.045	-12.297	0.822
2970.000	532.120	-12.302	0.822
2971.000	532.392	-12.306	0.821
2972.000	532.516	-12.310	0.821
2973.000	532.712	-12.314	0.821
2974.000	532.859	-12.318	0.821
2975.000	533.049	-12.322	0.821
2976.000	533.197	-12.324	0.821
2977.000	533.339	-12.327	0.820
2978.000	533.528	-12.331	0.820
2979.000	533.690	-12.335	0.820
2980.000	533.936	-12.337	0.820
2981.000	534.025	-12.340	0.820
2982.000	534.234	-12.343	0.820
2983.000	534.347	-12.347	0.819
2984.000	534.592	-12.350	0.819
2985.000	534.691	-12.352	0.819
2986.000	534.891	-12.357	0.819
2987.000	535.051	-12.361	0.818
2988.000	535.259	-12.365	0.818
2989.000	535.376	-12.368	0.818
2990.000	535.487	-12.373	0.817
2991.000	535.727	-12.378	0.817
2992.000	535.846	-12.383	0.817
2993.000	536.094	-12.385	0.817
2994.000	536.152	-12.390	0.817
2995.000	536.438	-12.395	0.816
2996.000	536.507	-12.399	0.816
2997.000	536.727	-12.404	0.816
2998.000	536.796	-12.408	0.816
2999.000	537.040	-12.414	0.815
3000.000	537.199	-12.420	0.815
3001.000	537.351	-12.426	0.815
3002.000	537.506	-12.431	0.815
3003.000	537.635	-12.438	0.814
3004.000	537.870	-12.443	0.814
3005.000	537.970	-12.450	0.814
3006.000	538.191	-12.456	0.814
3007.000	538.291	-12.461	0.814
3008.000	538.572	-12.467	0.814
3009.000	538.665	-12.473	0.813
3010.000	538.817	-12.479	0.813
3011.000	538.949	-12.484	0.813
3012.000	539.166	-12.490	0.813
3013.000	539.314	-12.495	0.813
3014.000	539.453	-12.501	0.812
3015.000	539.667	-12.505	0.812
3016.000	539.820	-12.512	0.812
3017.000	540.025	-12.516	0.811
3018.000	540.073	-12.521	0.811
3019.000	540.349	-12.526	0.811
3020.000	540.450	-12.532	0.811
3021.000	540.713	-12.536	0.811
3022.000	540.777	-12.541	0.811
3023.000	540.993	-12.547	0.811
3024.000	541.129	-12.552	0.810
3025.000	541.331	-12.557	0.810
3026.000	541.455	-12.562	0.810
3027.000	541.636	-12.569	0.810
3028.000	541.853	-12.573	0.809
3029.000	542.019	-12.580	0.809
3030.000	542.179	-12.584	0.809
3031.000	542.263	-12.591	0.809
3032.000	542.535	-12.597	0.809
3033.000	542.649	-12.602	0.808
3034.000	542.858	-12.608	0.808
3035.000	542.957	-12.613	0.808
3036.000	543.219	-12.619	0.808
3037.000	543.337	-12.625	0.807
3038.000	543.483	-12.630	0.807
3039.000	543.647	-12.635	0.807
3040.000	543.842	-12.640	0.806
3041.000	544.050	-12.644	0.806
3042.000	544.155	-12.648	0.806
3043.000	544.395	-12.653	0.806
3044.000	544.480	-12.657	0.805
3045.000	544.733	-12.661	0.805
3046.000	544.804	-12.664	0.805
3047.000	545.040	-12.669	0.805
3048.000	545.168	-12.673	0.805
3049.000	545.406	-12.679	0.805
3050.000	545.524	-12.683	0.805
3051.000	545.683	-12.688	0.804
3052.000	545.872	-12.693	0.804
3053.000	546.047	-12.698	0.804
3054.000	546.250	-12.701	0.804
3055.000	546.357	-12.707	0.804
3056.000	546.627	-12.713	0.803
3057.000	546.743	-12.718	0.803
3058.000	546.963	-12.722	0.803
3059.000	547.028	-12.727	0.803
3060.000	547.296	-12.732	0.803
3061.000	547.426	-12.737	0.802
3062.000	547.639	-12.741	0.802
3063.000	547.760	-12.746	0.802
3064.000	547.981	-12.751	0.802
3065.000	548.161	-12.754	0.802
3066.000	548.300	-12.760	0.801
3067.000	548.486	-12.763	0.801
3068.000	548.636	-12.769	0.801
3069.000	548.879	-12.773	0.801
3070.000	548.991	-12.777	0.801
3071.000	549.216	-12.783	0.800
3072.000	549.298	-12.789	0.800
3073.000	549.547	-12.795	0.800
3074.000	549.665	-12.800	0.800
3075.000	549.856	-12.806	0.800
3076.000	550.011	-12.812	0.799
3077.000	550.225	-12.820	0.799
3078.000	550.403	-12.825	0.799
3079.000	550.500	-12.833	0.799
3080.000	550.718	-12.839	0.799
3081.000	550.857	-12.846	0.798
3082.000	551.104	-12.851	0.798
3083.000	551.157	-12.856	0.798
3084.000	551.435	-12.863	0.798
3085.000	551.525	-12.868	0.798
3086.000	551.760	-12.873	0.797
3087.000	551.821	-12.879	0.797
3088.000	552.056	-12.885	0.797
3089.000	552.208	-12.891	0.797
3090.000	552.405	-12.898	0.796
3091.000	552.564	-12.904	0.796
3092.000	552.677	-12.911	0.796
3093.000	552.896	-12.918	0.796
3094.000	553.011	-12.926	0.796
3095.000	553.223	-12.931	0.796
3096.000	553.315	-12.937	0.795
3097.000	553.579	-12.944	0.795
3098.000	553.702	-12.950	0.795
3099.000	553.866	-12.956	0.795
3100.000	553.966	-12.962	0.794
3101.000	554.201	-12.969	0.794
3102.000	554.370	-12.974	0.794
3103.000	554.515	-12.980	0.794
3104.000	554.683	-12.987	0.794
3105.000	554.837	-12.995	0.794
3106.000	555.052	-13.000	0.793
3107.000	555.113	-13.006	0.793
3108.000	555.357	-13.013	0.793
3109.000	555.465	-13.019	0.793
3110.000	555.727	-13.026	0.792
3111.000	555.789	-13.031	0.792
3112.000	556.011	-13.039	0.792
3113.000	556.135	-13.046	0.792
3114.000	556.350	-13.054	0.792
3115.000	556.485	-13.060	0.791
3116.000	556.643	-13.069	0.791
3117.000	556.850	-13.076	0.791
3118.000	556.989	-13.083	0.791
3119.000	557.191	-13.089	0.791
3120.000	557.244	-13.096	0.790
3121.000	557.503	-13.103	0.790
3122.000	557.590	-13.109	0.790
3123.000	557.840	-13.116	0.790
3124.000	557.910	-13.122	0.790
3125.000	558.145	-13.130	0.789
3126.000	558.318	-13.135	0.789
3127.000	558.471	-13.141	0.789
3128.000	558.604	-13.148	0.789
3129.000	558.767	-13.155	0.788
3130.000	558.978	-13.162	0.788
3131.000	559.093	-13.169	0.788
3132.000	559.289	-13.176	0.788
3133.000	559.422	-13.184	0.788
3134.000	559.652	-13.191	0.787
3135.000	559.735	-13.197	0.787
3136.000	559.942	-13.205	0.786
3137.000	560.063	-13.211	0.786
3138.000	560.291	-13.219	0.786
3139.000	560.446	-13.223	0.786
3140.000	560.597	-13.231	0.785
3141.000	560.746	-13.237	0.785
3142.000	560.907	-13.244	0.785
3143.000	561.109	-13.249	0.785
3144.000	561.192	-13.255	0.785
3145.000	561.448	-13.263	0.785
3146.000	561.569	-13.270	0.784
3147.000	561.802	-13.277	0.784
3148.000	561.829	-13.283	0.784
3149.000	562.071	-13.291	0.784
3150.000	562.205	-13.297	0.783
3151.000	562.444	-13.304	0.783
3152.000	562.544	-13.310	0.783
3153.000	562.749	-13.318	0.783
3154.000	562.915	-13.324	0.783
3155.000	563.053	-13.331	0.783
3156.000	563.220	-13.337	0.783
3157.000	563.349	-13.345	0.782
3158.000	563.609	-13.351	0.782
3159.000	563.711	-13.356	0.782
3160.000	563.939	-13.362	0.781
3161.000	564.015	-13.369	0.781
3162.000	564.255	-13.375	0.781
3163.000	564.384	-13.380	0.781
3164.000	564.578	-13.386	0.780
3165.000	564.723	-13.391	0.780
3166.000	564.926	-13.398	0.780
3167.000	565.125	-13.402	0.780
3168.000	565.224	-13.409	0.780
3169.000	565.413	-13.415	0.779
3170.000	565.545	-13.423	0.779
3171.000	565.805	-13.428	0.779
3172.000	565.871	-13.435	0.779
3173.000	566.117	-13.442	0.779
3174.000	566.241	-13.449	0.778
3175.000	566.479	-13.456	0.778
3176.000	566.566	-13.462	0.778
3177.000	566.763	-13.470	0.778
3178.000	566.945	-13.477	0.777
3179.000	567.129	-13.485	0.777
3180.000	567.292	-13.492	0.777
3181.000	567.438	-13.501	0.777
3182.000	567.639	-13.508	0.777
3183.000	567.764	-13.515	0.777
3184.000	567.981	-13.522	0.776
3185.000	568.058	-13.529	0.776
3186.000	568.336	-13.536	0.776
3187.000	568.445	-13.544	0.775
3188.000	568.685	-13.550	0.775
3189.000	568.762	-13.557	0.775
3190.000	568.979	-13.565	0.775
3191.000	569.132	-13.572	0.775
3192.000	569.302	-13.578	0.775
3193.000	569.462	-13.585	0.774
3194.000	569.611	-13.592	0.774
3195.000	569.863	-13.598	0.774
3196.000	569.923	-13.605	0.774
3197.000	570.126	-13.611	0.773
3198.000	570.237	-13.618	0.773
3199.000	570.508	-13.626	0.773
3200.000	570.611	-13.633	0.773
3201.000	570.822	-13.639	0.773
3202.000	570.940	-13.647	0.773
3203.000	571.140	-13.655	0.772
3204.000	571.279	-13.660	0.772
3205.000	571.425	-13.667	0.772
3206.000	571.638	-13.673	0.772
3207.000	571.786	-13.678	0.772
3208.000	572.016	-13.682	0.772
3209.000	572.062	-13.687	0.771
3210.000	572.310	-13.691	0.771
3211.000	572.398	-13.695	0.771
3212.000	572.664	-13.701	0.771
3213.000	572.735	-13.707	0.770
3214.000	572.991	-13.714	0.770
3215.000	573.136	-13.721	0.770
3216.000	573.316	-13.730	0.770
3217.000	573.421	-13.737	0.770
3218.000	573.590	-13.747	0.769
3219.000	573.787	-13.755	0.769
3220.000	573.928	-13.765	0.769
3221.000	574.125	-13.772	0.769
3222.000	574.228	-13.782	0.769
3223.000	574.482	-13.790	0.769
3224.000	574.582	-13.799	0.769
3225.000	574.794	-13.807	0.768
3226.000	574.899	-13.815	0.768
3227.000	575.153	-13.824	0.768
3228.000	575.295	-13.831	0.768
3229.000	575.480	-13.839	0.767
3230.000	575.620	-13.847	0.767
3231.000	575.771	-13.856	0.767
3232.000	575.979	-13.863	0.767
3233.000	576.091	-13.870	0.767
3234.000	576.323	-13.877	0.767
3235.000	576.435	-13.884	0.766
3236.000	576.707	-13.889	0.766
3237.000	576.771	-13.894	0.766
3238.000	576.992	-13.900	0.765
3239.000	577.120	-13.906	0.765
3240.000	577.363	-13.914	0.765
3241.000	577.479	-13.918	0.765
3242.000	577.652	-13.927	0.765
3243.000	577.842	-13.934	0.764
3244.000	578.007	-13.943	0.764
3245.000	578.175	-13.951	0.764
3246.000	578.272	-13.960	0.764
3247.000	578.535	-13.968	0.763
3248.000	578.641	-13.978	0.763
3249.000	578.895	-13.985	0.763
3250.000	578.983	-13.993	0.763
3251.000	579.207	-14.003	0.763
3252.000	579.341	-14.011	0.762
3253.000	579.539	-14.020	0.762
3254.000	579.656	-14.027	0.762
3255.000	579.856	-14.035	0.762
3256.000	580.052	-14.043	0.762
3257.000	580.213	-14.049	0.761
3258.000	580.354	-14.055	0.761
3259.000	580.477	-14.062	0.761
3260.000	580.719	-14.069	0.761
3261.000	580.820	-14.074	0.761
3262.000	581.055	-14.080	0.760
3263.000	581.167	-14.086	0.760
3264.000	581.428	-14.094	0.760
3265.000	581.507	-14.099	0.760
3266.000	581.688	-14.107	0.760
3267.000	581.836	-14.113	0.759
3268.000	582.039	-14.120	0.759
3269.000	582.218	-14.127	0.759
3270.000	582.341	-14.134	0.759
3271.000	582.540	-14.141	0.759
3272.000	582.653	-14.149	0.758
3273.000	582.890	-14.156	0.758
3274.000	582.960	-14.162	0.758
3275.000	583.224	-14.170	0.758
3276.000	583.349	-14.177	0.758
3277.000	583.599	-14.183	0.757
3278.000	583.670	-14.190	0.757
3279.000	583.857	-14.197	0.757
3280.000	584.026	-14.202	0.757
3281.000	584.220	-14.207	0.757
3282.000	584.367	-14.210	0.757
3283.000	584.522	-14.216	0.757
3284.000	584.782	-14.219	0.756
3285.000	584.860	-14.225	0.756
3286.000	585.071	-14.228	0.756
3287.000	585.162	-14.234	0.756
3288.000	585.454	-14.240	0.756
3289.000	585.573	-14.247	0.755
3290.000	585.772	-14.254	0.755
3291.000	585.912	-14.261	0.755
3292.000	586.106	-14.270	0.755
3293.000	586.260	-14.277	0.755
3294.000	586.398	-14.285	0.754
3295.000	586.590	-14.294	0.754
3296.000	586.731	-14.304	0.754
3297.000	586.988	-14.312	0.754
3298.000	587.072	-14.321	0.754
3299.000	587.300	-14.330	0.753
3300.000	587.404	-14.340	0.753
3301.000	587.662	-14.349	0.753
3302.000	587.745	-14.358	0.753
3303.000	587.961	-14.368	0.752
3304.000	588.122	-14.377	0.752
3305.000	588.332	-14.386	0.752
3306.000	588.456	-14.394	0.751
3307.000	588.585	-14.405	0.751
3308.000	588.800	-14.412	0.751
3309.000	588.954	-14.423	0.751
3310.000	589.147	-14.429	0.751
3311.000	589.245	-14.438	0.750
3312.000	589.535	-14.446	0.750
3313.000	589.627	-14.454	0.750
3314.000	589.836	-14.462	0.750
3315.000	589.927	-14.470	0.750
3316.000	590.175	-14.480	0.749
3317.000	590.319	-14.488	0.749
3318.000	590.498	-14.497	0.749
3319.000	590.666	-14.504	0.749
3320.000	590.804	-14.514	0.749
3321.000	591.005	-14.523	0.748
3322.000	591.125	-14.530	0.748
3323.000	591.353	-14.538	0.748
3324.000	591.474	-14.546	0.748
3325.000	591.738	-14.554	0.748
3326.000	591.834	-14.560	0.748
3327.000	592.023	-14.568	0.748
3328.000	592.146	-14.574	0.747
3329.000	592.377	-14.582	0.747
3330.000	592.531	-14.587	0.747
3331.000	592.678	-14.593	0.747
3332.000	592.868	-14.599	0.746
3333.000	593.019	-14.607	0.746
3334.000	593.206	-14.612	0.746
3335.000	593.293	-14.618	0.746
3336.000	593.546	-14.623	0.746
3337.000	593.662	-14.630	0.745
3338.000	593.919	-14.634	0.745
3339.000	593.994	-14.640	0.745
3340.000	594.210	-14.646	0.745
3341.000	594.335	-14.652	0.745
3342.000	594.541	-14.657	0.745
3343.000	594.662	-14.662	0.745
3344.000	594.841	-14.670	0.744
3345.000	595.029	-14.676	0.744
3346.000	595.187	-14.682	0.744
3347.000	595.353	-14.687	0.744
3348.000	595.450	-14.694	0.743
3349.000	595.713	-14.700	0.743
3350.000	595.807	-14.705	0.743
3351.000	596.019	-14.711	0.743
3352.000	596.123	-14.717	0.743
3353.000	596.394	-14.724	0.742
3354.000	596.501	-14.730	0.742
3355.000	596.644	-14.735	0.742
3356.000	596.787	-14.740	0.742
3357.000	596.988	-14.746	0.741
3358.000	597.179	-14.750	0.741
3359.000	597.277	-14.756	0.741
3360.000	597.508	-14.761	0.741
3361.000	597.607	-14.768	0.741
3362.000	597.848	-14.774	0.740
3363.000	597.911	-14.780	0.740
3364.000	598.153	-14.787	0.740
3365.000	598.273	-14.794	0.740
3366.000	598.505	-14.801	0.740
3367.000	598.603	-14.806	0.739
3368.000	598.772	-14.815	0.739
3369.000	598.934	-14.821	0.739
3370.000	599.114	-14.829	0.739
3371.000	599.280	-14.836	0.738
3372.000	599.409	-14.844	0.738
3373.000	599.641	-14.852	0.738
3374.000	599.769	-14.860	0.738
3375.000	599.967	-14.866	0.738
3376.000	600.055	-14.872	0.737
3377.000	600.291	-14.879	0.737
3378.000	600.421	-14.884	0.737
3379.000	600.624	-14.888	0.737
3380.000	600.750	-14.892	0.737
3381.000	600.970	-14.896	0.736
3382.000	601.137	-14.898	0.736
3383.000	601.265	-14.902	0.736
3384.000	601.446	-14.904	0.736
3385.000	601.604	-14.909	0.736
3386.000	601.865	-14.911	0.736


