File Name:	C:\Rodrigo Simetti\2016 - 06 Termo Tulio\Eucalyptus DTG-60H 2016-05-28 15-50.tad

[File Information]
File Name:	Eucalyptus DTG-60H 2016-05-28 15-50.tad
Sample Name:	Eucalyptus 02
Acquisition Date	16/05/28
Acquisition Time	15:51:28(-0300)
Detector:	DTG-60H
Serial No:	C30574700307
Operator:	Rodrigo Simetti
Atmosphere:	Nitrogen
Flow Rate:	50[ml/min]
Annotation:	Trabalho 2016
	Eucalyptus 
Cell:	Alumina
Sample Weight:	4.246[mg]
Molecular Weight:	0.00


[Program]
[Sampling Parameters]
Sampling Time [ sec ]:	1.0
Start Acquisition Setting:	Acquisition measurement simultaneously
Stop Acquisition Setting:	Acquisition measurement simultaneously


[Temp Program]
Temp Rate	Hold Temp	Hold Time	Gas
[C/min ]	[  C   ]	[  min  ]
10.00	600.0	0	1


[Data]
Time	Temp	DTA	TGA
sec	C	uV	mg
1932.000	358.658	-10.300	1.670
1933.000	358.841	-10.298	1.662
1934.000	359.051	-10.293	1.655
1935.000	359.198	-10.289	1.647
1936.000	359.379	-10.282	1.640
1937.000	359.461	-10.276	1.632
1938.000	359.731	-10.269	1.625
1939.000	359.825	-10.262	1.617
1940.000	360.081	-10.252	1.610
1941.000	360.162	-10.243	1.602
1942.000	360.396	-10.234	1.595
1943.000	360.516	-10.223	1.587
1944.000	360.720	-10.211	1.580
1945.000	360.854	-10.197	1.573
1946.000	361.045	-10.185	1.566
1947.000	361.229	-10.171	1.558
1948.000	361.400	-10.156	1.551
1949.000	361.552	-10.139	1.544
1950.000	361.660	-10.124	1.537
1951.000	361.920	-10.106	1.530
1952.000	362.026	-10.088	1.523
1953.000	362.252	-10.069	1.516
1954.000	362.355	-10.050	1.509
1955.000	362.635	-10.031	1.502
1956.000	362.727	-10.009	1.495
1957.000	362.884	-9.988	1.488
1958.000	363.046	-9.964	1.481
1959.000	363.250	-9.942	1.475
1960.000	363.432	-9.916	1.468
1961.000	363.531	-9.891	1.461
1962.000	363.785	-9.864	1.454
1963.000	363.878	-9.837	1.448
1964.000	364.129	-9.809	1.441
1965.000	364.187	-9.778	1.435
1966.000	364.456	-9.749	1.428
1967.000	364.564	-9.717	1.422
1968.000	364.816	-9.685	1.415
1969.000	364.907	-9.652	1.409
1970.000	365.095	-9.620	1.403
1971.000	365.263	-9.586	1.397
1972.000	365.432	-9.553	1.391
1973.000	365.600	-9.517	1.385
1974.000	365.734	-9.482	1.379
1975.000	365.982	-9.445	1.373
1976.000	366.084	-9.408	1.367
1977.000	366.287	-9.368	1.361
1978.000	366.364	-9.328	1.356
1979.000	366.632	-9.289	1.350
1980.000	366.762	-9.248	1.344
1981.000	366.957	-9.206	1.339
1982.000	367.087	-9.164	1.333
1983.000	367.299	-9.122	1.328
1984.000	367.461	-9.078	1.322
1985.000	367.582	-9.034	1.317
1986.000	367.760	-8.989	1.312
1987.000	367.908	-8.946	1.306
1988.000	368.158	-8.899	1.301
1989.000	368.224	-8.853	1.296
1990.000	368.479	-8.807	1.291
1991.000	368.564	-8.761	1.287
1992.000	368.802	-8.714	1.282
1993.000	368.890	-8.666	1.277
1994.000	369.114	-8.620	1.273
1995.000	369.273	-8.571	1.268
1996.000	369.471	-8.524	1.264
1997.000	369.647	-8.473	1.259
1998.000	369.720	-8.425	1.255
1999.000	369.947	-8.375	1.251
2000.000	370.076	-8.326	1.247
2001.000	370.324	-8.274	1.243
2002.000	370.370	-8.224	1.239
2003.000	370.652	-8.173	1.235
2004.000	370.780	-8.124	1.231
2005.000	370.984	-8.072	1.227
2006.000	371.063	-8.020	1.223
2007.000	371.315	-7.969	1.220
2008.000	371.475	-7.917	1.216
2009.000	371.656	-7.865	1.213
2010.000	371.810	-7.812	1.209
2011.000	371.948	-7.762	1.206
2012.000	372.164	-7.710	1.203
2013.000	372.262	-7.658	1.199
2014.000	372.481	-7.606	1.196
2015.000	372.591	-7.557	1.193
2016.000	372.863	-7.507	1.190
2017.000	372.985	-7.456	1.187
2018.000	373.152	-7.408	1.184
2019.000	373.285	-7.360	1.182
2020.000	373.513	-7.313	1.179
2021.000	373.677	-7.264	1.177
2022.000	373.800	-7.217	1.174
2023.000	373.995	-7.170	1.172
2024.000	374.161	-7.124	1.169
2025.000	374.368	-7.077	1.167
2026.000	374.424	-7.031	1.165
2027.000	374.677	-6.988	1.163
2028.000	374.788	-6.944	1.160
2029.000	375.030	-6.900	1.158
2030.000	375.093	-6.856	1.156
2031.000	375.337	-6.815	1.154
2032.000	375.478	-6.774	1.152
2033.000	375.662	-6.734	1.150
2034.000	375.775	-6.694	1.149
2035.000	375.952	-6.656	1.147
2036.000	376.162	-6.617	1.145
2037.000	376.299	-6.580	1.144
2038.000	376.506	-6.542	1.142
2039.000	376.566	-6.505	1.141
2040.000	376.832	-6.469	1.139
2041.000	376.933	-6.432	1.138
2042.000	377.158	-6.395	1.137
2043.000	377.239	-6.359	1.135
2044.000	377.488	-6.325	1.134
2045.000	377.653	-6.289	1.132
2046.000	377.782	-6.255	1.131
2047.000	377.915	-6.222	1.130
2048.000	378.071	-6.191	1.129
2049.000	378.315	-6.159	1.128
2050.000	378.394	-6.127	1.127
2051.000	378.616	-6.096	1.125
2052.000	378.746	-6.067	1.124
2053.000	378.992	-6.037	1.123
2054.000	379.043	-6.007	1.122
2055.000	379.258	-5.979	1.121
2056.000	379.414	-5.951	1.120
2057.000	379.637	-5.924	1.119
2058.000	379.762	-5.896	1.118
2059.000	379.922	-5.870	1.117
2060.000	380.095	-5.844	1.117
2061.000	380.260	-5.819	1.116
2062.000	380.449	-5.792	1.115
2063.000	380.524	-5.768	1.114
2064.000	380.801	-5.745	1.113
2065.000	380.898	-5.723	1.113
2066.000	381.158	-5.699	1.112
2067.000	381.205	-5.678	1.111
2068.000	381.450	-5.658	1.111
2069.000	381.573	-5.638	1.110
2070.000	381.803	-5.618	1.109
2071.000	381.912	-5.599	1.108
2072.000	382.087	-5.582	1.108
2073.000	382.312	-5.564	1.107
2074.000	382.425	-5.547	1.106
2075.000	382.598	-5.530	1.106
2076.000	382.710	-5.516	1.105
2077.000	382.984	-5.502	1.105
2078.000	383.081	-5.487	1.104
2079.000	383.294	-5.473	1.103
2080.000	383.421	-5.459	1.103
2081.000	383.660	-5.447	1.102
2082.000	383.776	-5.433	1.102
2083.000	383.940	-5.421	1.101
2084.000	384.116	-5.410	1.100
2085.000	384.281	-5.399	1.100
2086.000	384.488	-5.386	1.099
2087.000	384.591	-5.378	1.099
2088.000	384.797	-5.369	1.098
2089.000	384.904	-5.360	1.098
2090.000	385.196	-5.351	1.097
2091.000	385.236	-5.342	1.097
2092.000	385.488	-5.336	1.096
2093.000	385.642	-5.329	1.096
2094.000	385.876	-5.323	1.095
2095.000	385.937	-5.315	1.095
2096.000	386.130	-5.309	1.094
2097.000	386.322	-5.303	1.093
2098.000	386.494	-5.297	1.093
2099.000	386.661	-5.290	1.092
2100.000	386.790	-5.284	1.091
2101.000	387.039	-5.277	1.091
2102.000	387.122	-5.272	1.090
2103.000	387.334	-5.266	1.090
2104.000	387.426	-5.260	1.089
2105.000	387.704	-5.255	1.089
2106.000	387.825	-5.250	1.089
2107.000	388.042	-5.245	1.088
2108.000	388.127	-5.240	1.088
2109.000	388.324	-5.236	1.087
2110.000	388.510	-5.232	1.087
2111.000	388.652	-5.226	1.086
2112.000	388.817	-5.220	1.086
2113.000	388.968	-5.217	1.085
2114.000	389.249	-5.213	1.085
2115.000	389.282	-5.207	1.084
2116.000	389.502	-5.202	1.084
2117.000	389.617	-5.200	1.083
2118.000	389.890	-5.197	1.083
2119.000	389.979	-5.191	1.083
2120.000	390.164	-5.188	1.082
2121.000	390.332	-5.185	1.082
2122.000	390.511	-5.183	1.081
2123.000	390.650	-5.179	1.081
2124.000	390.779	-5.177	1.081
2125.000	390.995	-5.174	1.080
2126.000	391.129	-5.173	1.080
2127.000	391.372	-5.169	1.079
2128.000	391.422	-5.166	1.079
2129.000	391.672	-5.165	1.078
2130.000	391.780	-5.162	1.078
2131.000	392.034	-5.160	1.077
2132.000	392.090	-5.157	1.077
2133.000	392.332	-5.155	1.076
2134.000	392.482	-5.153	1.076
2135.000	392.697	-5.151	1.076
2136.000	392.788	-5.149	1.075
2137.000	392.950	-5.148	1.075
2138.000	393.158	-5.146	1.074
2139.000	393.295	-5.145	1.074
2140.000	393.497	-5.142	1.074
2141.000	393.581	-5.142	1.073
2142.000	393.885	-5.140	1.073
2143.000	393.959	-5.138	1.072
2144.000	394.149	-5.137	1.072
2145.000	394.243	-5.136	1.071
2146.000	394.479	-5.136	1.071
2147.000	394.647	-5.134	1.071
2148.000	394.789	-5.133	1.070
2149.000	394.959	-5.131	1.070
2150.000	395.112	-5.130	1.070
2151.000	395.320	-5.129	1.069
2152.000	395.387	-5.127	1.069
2153.000	395.629	-5.126	1.068
2154.000	395.750	-5.126	1.068
2155.000	396.007	-5.125	1.067
2156.000	396.098	-5.123	1.067
2157.000	396.286	-5.124	1.066
2158.000	396.396	-5.124	1.066
2159.000	396.623	-5.125	1.066
2160.000	396.734	-5.124	1.065
2161.000	396.903	-5.126	1.065
2162.000	397.097	-5.125	1.065
2163.000	397.275	-5.127	1.064
2164.000	397.435	-5.127	1.064
2165.000	397.520	-5.128	1.063
2166.000	397.798	-5.127	1.063
2167.000	397.910	-5.128	1.062
2168.000	398.136	-5.127	1.062
2169.000	398.208	-5.127	1.061
2170.000	398.453	-5.128	1.061
2171.000	398.564	-5.128	1.060
2172.000	398.762	-5.129	1.060
2173.000	398.888	-5.131	1.060
2174.000	399.085	-5.133	1.059
2175.000	399.270	-5.134	1.059
2176.000	399.438	-5.135	1.058
2177.000	399.583	-5.136	1.058
2178.000	399.693	-5.139	1.057
2179.000	399.957	-5.140	1.057
2180.000	400.061	-5.141	1.056
2181.000	400.265	-5.143	1.056
2182.000	400.379	-5.146	1.056
2183.000	400.642	-5.148	1.055
2184.000	400.733	-5.150	1.055
2185.000	400.887	-5.152	1.054
2186.000	401.055	-5.154	1.054
2187.000	401.254	-5.158	1.054
2188.000	401.444	-5.160	1.053
2189.000	401.544	-5.164	1.053
2190.000	401.777	-5.167	1.053
2191.000	401.882	-5.171	1.052
2192.000	402.139	-5.173	1.052
2193.000	402.172	-5.176	1.051
2194.000	402.444	-5.180	1.051
2195.000	402.563	-5.183	1.051
2196.000	402.812	-5.186	1.050
2197.000	402.908	-5.188	1.050
2198.000	403.072	-5.191	1.049
2199.000	403.249	-5.194	1.049
2200.000	403.428	-5.198	1.048
2201.000	403.585	-5.200	1.048
2202.000	403.721	-5.203	1.048
2203.000	403.965	-5.206	1.047
2204.000	404.097	-5.209	1.047
2205.000	404.273	-5.212	1.046
2206.000	404.363	-5.215	1.046
2207.000	404.633	-5.218	1.046
2208.000	404.747	-5.220	1.045
2209.000	404.945	-5.222	1.045
2210.000	405.071	-5.225	1.044
2211.000	405.285	-5.229	1.044
2212.000	405.444	-5.233	1.043
2213.000	405.578	-5.237	1.043
2214.000	405.753	-5.242	1.043
2215.000	405.911	-5.247	1.042
2216.000	406.176	-5.252	1.042
2217.000	406.229	-5.257	1.041
2218.000	406.507	-5.261	1.041
2219.000	406.571	-5.266	1.040
2220.000	406.822	-5.271	1.040
2221.000	406.899	-5.274	1.039
2222.000	407.105	-5.279	1.039
2223.000	407.261	-5.284	1.038
2224.000	407.463	-5.288	1.038
2225.000	407.635	-5.291	1.037
2226.000	407.736	-5.297	1.037
2227.000	407.925	-5.302	1.036
2228.000	408.085	-5.308	1.036
2229.000	408.320	-5.312	1.036
2230.000	408.379	-5.318	1.035
2231.000	408.670	-5.322	1.035
2232.000	408.760	-5.329	1.034
2233.000	408.972	-5.334	1.034
2234.000	409.040	-5.339	1.034
2235.000	409.275	-5.344	1.033
2236.000	409.423	-5.349	1.033
2237.000	409.626	-5.353	1.033
2238.000	409.767	-5.356	1.032
2239.000	409.928	-5.362	1.032
2240.000	410.131	-5.365	1.031
2241.000	410.268	-5.370	1.031
2242.000	410.469	-5.373	1.030
2243.000	410.563	-5.378	1.030
2244.000	410.849	-5.382	1.030
2245.000	410.958	-5.386	1.029
2246.000	411.141	-5.392	1.029
2247.000	411.236	-5.397	1.028
2248.000	411.464	-5.403	1.028
2249.000	411.626	-5.408	1.027
2250.000	411.781	-5.413	1.027
2251.000	411.958	-5.420	1.026
2252.000	412.149	-5.427	1.026
2253.000	412.353	-5.434	1.025
2254.000	412.404	-5.440	1.025
2255.000	412.661	-5.446	1.024
2256.000	412.780	-5.453	1.024
2257.000	413.041	-5.458	1.024
2258.000	413.098	-5.465	1.023
2259.000	413.352	-5.471	1.023
2260.000	413.468	-5.478	1.022
2261.000	413.685	-5.484	1.022
2262.000	413.799	-5.489	1.022
2263.000	413.991	-5.497	1.021
2264.000	414.202	-5.501	1.021
2265.000	414.354	-5.508	1.020
2266.000	414.568	-5.513	1.020
2267.000	414.641	-5.519	1.020
2268.000	414.902	-5.525	1.019
2269.000	415.008	-5.530	1.019
2270.000	415.237	-5.536	1.018
2271.000	415.332	-5.541	1.018
2272.000	415.588	-5.547	1.018
2273.000	415.746	-5.551	1.017
2274.000	415.896	-5.557	1.017
2275.000	416.023	-5.562	1.016
2276.000	416.224	-5.568	1.016
2277.000	416.436	-5.573	1.015
2278.000	416.567	-5.578	1.015
2279.000	416.759	-5.582	1.014
2280.000	416.904	-5.587	1.014
2281.000	417.131	-5.591	1.013
2282.000	417.197	-5.594	1.013
2283.000	417.421	-5.600	1.013
2284.000	417.547	-5.604	1.012
2285.000	417.792	-5.609	1.012
2286.000	417.890	-5.611	1.011
2287.000	418.102	-5.616	1.011
2288.000	418.246	-5.620	1.011
2289.000	418.417	-5.625	1.010
2290.000	418.607	-5.628	1.010
2291.000	418.709	-5.633	1.009
2292.000	418.950	-5.638	1.009
2293.000	419.066	-5.642	1.009
2294.000	419.306	-5.647	1.008
2295.000	419.343	-5.652	1.008
2296.000	419.596	-5.658	1.007
2297.000	419.711	-5.663	1.007
2298.000	419.941	-5.667	1.006
2299.000	420.046	-5.672	1.006
2300.000	420.268	-5.677	1.006
2301.000	420.405	-5.681	1.005
2302.000	420.582	-5.684	1.005
2303.000	420.730	-5.687	1.004
2304.000	420.874	-5.691	1.003
2305.000	421.118	-5.695	1.003
2306.000	421.222	-5.698	1.003
2307.000	421.457	-5.702	1.002
2308.000	421.523	-5.707	1.002
2309.000	421.769	-5.712	1.002
2310.000	421.865	-5.716	1.001
2311.000	422.082	-5.721	1.001
2312.000	422.214	-5.726	1.000
2313.000	422.433	-5.732	1.000
2314.000	422.640	-5.736	0.999
2315.000	422.728	-5.740	0.999
2316.000	422.898	-5.745	0.999
2317.000	423.037	-5.752	0.998
2318.000	423.283	-5.756	0.997
2319.000	423.343	-5.762	0.997
2320.000	423.589	-5.767	0.996
2321.000	423.710	-5.773	0.996
2322.000	423.952	-5.780	0.995
2323.000	424.009	-5.785	0.995
2324.000	424.229	-5.791	0.994
2325.000	424.382	-5.797	0.994
2326.000	424.603	-5.803	0.994
2327.000	424.741	-5.808	0.993
2328.000	424.890	-5.814	0.993
2329.000	425.092	-5.819	0.992
2330.000	425.203	-5.826	0.992
2331.000	425.414	-5.831	0.992
2332.000	425.488	-5.837	0.991
2333.000	425.778	-5.844	0.991
2334.000	425.872	-5.850	0.990
2335.000	426.099	-5.855	0.990
2336.000	426.162	-5.861	0.990
2337.000	426.401	-5.869	0.989
2338.000	426.538	-5.875	0.989
2339.000	426.732	-5.882	0.988
2340.000	426.876	-5.888	0.988
2341.000	427.048	-5.896	0.988
2342.000	427.296	-5.903	0.987
2343.000	427.363	-5.910	0.987
2344.000	427.564	-5.917	0.986
2345.000	427.679	-5.924	0.986
2346.000	427.947	-5.933	0.986
2347.000	428.037	-5.939	0.985
2348.000	428.249	-5.946	0.985
2349.000	428.410	-5.953	0.984
2350.000	428.620	-5.961	0.984
2351.000	428.746	-5.966	0.983
2352.000	428.898	-5.974	0.983
2353.000	429.100	-5.981	0.983
2354.000	429.252	-5.990	0.982
2355.000	429.486	-5.996	0.982
2356.000	429.527	-6.005	0.982
2357.000	429.790	-6.012	0.981
2358.000	429.892	-6.020	0.981
2359.000	430.143	-6.027	0.980
2360.000	430.204	-6.034	0.980
2361.000	430.466	-6.041	0.980
2362.000	430.614	-6.048	0.979
2363.000	430.831	-6.055	0.979
2364.000	430.925	-6.062	0.978
2365.000	431.097	-6.070	0.978
2366.000	431.312	-6.076	0.978
2367.000	431.446	-6.083	0.977
2368.000	431.643	-6.090	0.977
2369.000	431.762	-6.097	0.977
2370.000	432.004	-6.104	0.976
2371.000	432.088	-6.110	0.976
2372.000	432.308	-6.118	0.976
2373.000	432.424	-6.126	0.975
2374.000	432.670	-6.133	0.975
2375.000	432.810	-6.141	0.975
2376.000	432.991	-6.149	0.974
2377.000	433.124	-6.156	0.974
2378.000	433.298	-6.165	0.973
2379.000	433.502	-6.172	0.973
2380.000	433.614	-6.180	0.973
2381.000	433.830	-6.186	0.972
2382.000	433.942	-6.194	0.972
2383.000	434.217	-6.200	0.971
2384.000	434.243	-6.206	0.971
2385.000	434.477	-6.213	0.971
2386.000	434.598	-6.220	0.970
2387.000	434.844	-6.227	0.970
2388.000	434.944	-6.234	0.970
2389.000	435.149	-6.244	0.969
2390.000	435.350	-6.250	0.969
2391.000	435.474	-6.258	0.969
2392.000	435.637	-6.265	0.968
2393.000	435.737	-6.274	0.968
2394.000	436.008	-6.282	0.967
2395.000	436.109	-6.290	0.967
2396.000	436.322	-6.299	0.967
2397.000	436.423	-6.307	0.966
2398.000	436.663	-6.317	0.966
2399.000	436.779	-6.325	0.966
2400.000	436.975	-6.333	0.965
2401.000	437.081	-6.341	0.965
2402.000	437.293	-6.351	0.965
2403.000	437.479	-6.358	0.964
2404.000	437.606	-6.368	0.964
2405.000	437.756	-6.377	0.963
2406.000	437.877	-6.387	0.963
2407.000	438.146	-6.396	0.963
2408.000	438.216	-6.404	0.963
2409.000	438.452	-6.413	0.962
2410.000	438.582	-6.423	0.962
2411.000	438.817	-6.434	0.961
2412.000	438.895	-6.443	0.961
2413.000	439.075	-6.455	0.961
2414.000	439.238	-6.466	0.960
2415.000	439.424	-6.478	0.960
2416.000	439.589	-6.488	0.959
2417.000	439.711	-6.500	0.959
2418.000	439.935	-6.513	0.958
2419.000	440.026	-6.527	0.958
2420.000	440.259	-6.539	0.958
2421.000	440.319	-6.553	0.958
2422.000	440.592	-6.567	0.957
2423.000	440.714	-6.581	0.957
2424.000	440.945	-6.594	0.956
2425.000	441.026	-6.606	0.956
2426.000	441.213	-6.620	0.956
2427.000	441.380	-6.633	0.955
2428.000	441.550	-6.647	0.955
2429.000	441.707	-6.659	0.955
2430.000	441.852	-6.673	0.955
2431.000	442.108	-6.686	0.954
2432.000	442.168	-6.698	0.954
2433.000	442.383	-6.710	0.954
2434.000	442.471	-6.723	0.953
2435.000	442.749	-6.736	0.953
2436.000	442.859	-6.748	0.953
2437.000	443.051	-6.762	0.952
2438.000	443.200	-6.775	0.952
2439.000	443.391	-6.790	0.952
2440.000	443.547	-6.803	0.951
2441.000	443.666	-6.816	0.951
2442.000	443.871	-6.829	0.951
2443.000	444.016	-6.844	0.951
2444.000	444.248	-6.857	0.950
2445.000	444.323	-6.870	0.950
2446.000	444.564	-6.884	0.949
2447.000	444.658	-6.898	0.949
2448.000	444.930	-6.912	0.949
2449.000	445.000	-6.926	0.948
2450.000	445.239	-6.941	0.948
2451.000	445.380	-6.954	0.948
2452.000	445.602	-6.970	0.948
2453.000	445.701	-6.982	0.948
2454.000	445.855	-6.998	0.947
2455.000	446.074	-7.011	0.947
2456.000	446.212	-7.025	0.947
2457.000	446.427	-7.037	0.946
2458.000	446.517	-7.050	0.946
2459.000	446.790	-7.063	0.946
2460.000	446.883	-7.075	0.946
2461.000	447.097	-7.087	0.945
2462.000	447.195	-7.099	0.945
2463.000	447.437	-7.112	0.945
2464.000	447.595	-7.124	0.944
2465.000	447.763	-7.137	0.944
2466.000	447.892	-7.150	0.944
2467.000	448.054	-7.164	0.943
2468.000	448.277	-7.176	0.943
2469.000	448.361	-7.189	0.943
2470.000	448.585	-7.204	0.943
2471.000	448.688	-7.217	0.942
2472.000	448.980	-7.231	0.942
2473.000	449.027	-7.245	0.942
2474.000	449.260	-7.260	0.941
2475.000	449.390	-7.275	0.941
2476.000	449.615	-7.291	0.941
2477.000	449.737	-7.306	0.940
2478.000	449.888	-7.323	0.940
2479.000	450.113	-7.339	0.940
2480.000	450.229	-7.356	0.939
2481.000	450.426	-7.372	0.939
2482.000	450.497	-7.388	0.939
2483.000	450.766	-7.404	0.939
2484.000	450.864	-7.420	0.938
2485.000	451.115	-7.435	0.938
2486.000	451.199	-7.448	0.938
2487.000	451.445	-7.464	0.938
2488.000	451.563	-7.478	0.937
2489.000	451.755	-7.492	0.937
2490.000	451.884	-7.507	0.937
2491.000	452.055	-7.522	0.936
2492.000	452.262	-7.537	0.936
2493.000	452.412	-7.552	0.936
2494.000	452.574	-7.568	0.935
2495.000	452.678	-7.585	0.935
2496.000	452.941	-7.601	0.935
2497.000	453.039	-7.616	0.934
2498.000	453.250	-7.634	0.934
2499.000	453.372	-7.651	0.934
2500.000	453.624	-7.668	0.934
2501.000	453.736	-7.684	0.934
2502.000	453.880	-7.702	0.933
2503.000	454.053	-7.718	0.933
2504.000	454.253	-7.734	0.933
2505.000	454.455	-7.748	0.933
2506.000	454.538	-7.762	0.932
2507.000	454.788	-7.777	0.932
2508.000	454.874	-7.790	0.932
2509.000	455.132	-7.802	0.932
2510.000	455.194	-7.814	0.931
2511.000	455.461	-7.826	0.931
2512.000	455.585	-7.836	0.931
2513.000	455.827	-7.848	0.931
2514.000	455.901	-7.858	0.930
2515.000	456.092	-7.870	0.930
2516.000	456.262	-7.881	0.930
2517.000	456.442	-7.892	0.930
2518.000	456.584	-7.902	0.929
2519.000	456.728	-7.914	0.929
2520.000	457.001	-7.926	0.929
2521.000	457.082	-7.938	0.928
2522.000	457.288	-7.949	0.928
2523.000	457.372	-7.962	0.928
2524.000	457.649	-7.975	0.928
2525.000	457.759	-7.986	0.927
2526.000	457.954	-7.998	0.927
2527.000	458.095	-8.010	0.927
2528.000	458.287	-8.023	0.927
2529.000	458.456	-8.034	0.926
2530.000	458.561	-8.045	0.926
2531.000	458.762	-8.056	0.926
2532.000	458.910	-8.067	0.925
2533.000	459.157	-8.078	0.925
2534.000	459.223	-8.089	0.925
2535.000	459.446	-8.100	0.924
2536.000	459.551	-8.111	0.924
2537.000	459.802	-8.124	0.924
2538.000	459.903	-8.135	0.924
2539.000	460.101	-8.148	0.923
2540.000	460.262	-8.159	0.923
2541.000	460.455	-8.172	0.923
2542.000	460.587	-8.182	0.923
2543.000	460.705	-8.195	0.922
2544.000	460.941	-8.206	0.922
2545.000	461.068	-8.218	0.922
2546.000	461.298	-8.227	0.922
2547.000	461.368	-8.238	0.921
2548.000	461.663	-8.249	0.921
2549.000	461.755	-8.259	0.921
2550.000	461.968	-8.268	0.921
2551.000	462.041	-8.278	0.920
2552.000	462.281	-8.289	0.920
2553.000	462.458	-8.299	0.920
2554.000	462.612	-8.309	0.920
2555.000	462.781	-8.317	0.919
2556.000	462.906	-8.328	0.919
2557.000	463.123	-8.337	0.919
2558.000	463.220	-8.344	0.919
2559.000	463.464	-8.352	0.918
2560.000	463.578	-8.361	0.918
2561.000	463.855	-8.367	0.918
2562.000	463.954	-8.373	0.918
2563.000	464.126	-8.381	0.917
2564.000	464.260	-8.388	0.917
2565.000	464.486	-8.395	0.917
2566.000	464.637	-8.401	0.917
2567.000	464.779	-8.408	0.916
2568.000	464.996	-8.415	0.916
2569.000	465.116	-8.425	0.916
2570.000	465.348	-8.432	0.916
2571.000	465.399	-8.440	0.916
2572.000	465.679	-8.448	0.915
2573.000	465.805	-8.456	0.915
2574.000	466.066	-8.463	0.915
2575.000	466.141	-8.471	0.915
2576.000	466.353	-8.479	0.914
2577.000	466.484	-8.486	0.914
2578.000	466.691	-8.493	0.914
2579.000	466.824	-8.500	0.914
2580.000	466.982	-8.508	0.913
2581.000	467.190	-8.517	0.913
2582.000	467.346	-8.527	0.913
2583.000	467.490	-8.535	0.912
2584.000	467.594	-8.546	0.912
2585.000	467.878	-8.557	0.912
2586.000	467.978	-8.568	0.912
2587.000	468.184	-8.579	0.911
2588.000	468.282	-8.591	0.911
2589.000	468.539	-8.603	0.911
2590.000	468.656	-8.615	0.911
2591.000	468.794	-8.627	0.910
2592.000	468.956	-8.639	0.910
2593.000	469.136	-8.652	0.910
2594.000	469.353	-8.664	0.910
2595.000	469.425	-8.678	0.910
2596.000	469.677	-8.690	0.909
2597.000	469.757	-8.703	0.909
2598.000	470.025	-8.716	0.909
2599.000	470.076	-8.728	0.909
2600.000	470.298	-8.740	0.908
2601.000	470.432	-8.753	0.908
2602.000	470.655	-8.764	0.908
2603.000	470.773	-8.775	0.908
2604.000	470.914	-8.787	0.908
2605.000	471.093	-8.798	0.908
2606.000	471.261	-8.809	0.907
2607.000	471.441	-8.819	0.907
2608.000	471.539	-8.830	0.907
2609.000	471.821	-8.838	0.906
2610.000	471.930	-8.850	0.906
2611.000	472.150	-8.857	0.906
2612.000	472.210	-8.866	0.906
2613.000	472.457	-8.875	0.905
2614.000	472.584	-8.884	0.905
2615.000	472.800	-8.892	0.905
2616.000	472.912	-8.899	0.905
2617.000	473.109	-8.908	0.904
2618.000	473.273	-8.915	0.904
2619.000	473.408	-8.922	0.904
2620.000	473.601	-8.928	0.904
2621.000	473.743	-8.935	0.904
2622.000	474.009	-8.941	0.903
2623.000	474.102	-8.947	0.903
2624.000	474.301	-8.953	0.903
2625.000	474.393	-8.958	0.903
2626.000	474.651	-8.964	0.903
2627.000	474.769	-8.968	0.902
2628.000	474.939	-8.974	0.902
2629.000	475.100	-8.979	0.902
2630.000	475.322	-8.985	0.901
2631.000	475.462	-8.989	0.901
2632.000	475.567	-8.995	0.901
2633.000	475.792	-9.000	0.900
2634.000	475.927	-9.006	0.900
2635.000	476.192	-9.010	0.900
2636.000	476.243	-9.016	0.900
2637.000	476.524	-9.023	0.899
2638.000	476.609	-9.029	0.899
2639.000	476.825	-9.035	0.899
2640.000	476.914	-9.040	0.899
2641.000	477.137	-9.049	0.898
2642.000	477.299	-9.055	0.898
2643.000	477.474	-9.061	0.898
2644.000	477.623	-9.065	0.898
2645.000	477.751	-9.073	0.898
2646.000	477.988	-9.078	0.898
2647.000	478.112	-9.084	0.897
2648.000	478.320	-9.089	0.897
2649.000	478.413	-9.094	0.897
2650.000	478.693	-9.100	0.897
2651.000	478.813	-9.105	0.896
2652.000	478.980	-9.111	0.896
2653.000	479.098	-9.117	0.896
2654.000	479.303	-9.124	0.896
2655.000	479.482	-9.130	0.896
2656.000	479.612	-9.137	0.895
2657.000	479.791	-9.143	0.895
2658.000	479.973	-9.152	0.895
2659.000	480.192	-9.158	0.894
2660.000	480.243	-9.165	0.894
2661.000	480.489	-9.172	0.894
2662.000	480.609	-9.180	0.894
2663.000	480.863	-9.189	0.893
2664.000	480.936	-9.195	0.893
2665.000	481.144	-9.206	0.893
2666.000	481.262	-9.215	0.893
2667.000	481.462	-9.227	0.892
2668.000	481.607	-9.237	0.892
2669.000	481.750	-9.250	0.892
2670.000	481.962	-9.263	0.892
2671.000	482.131	-9.276	0.892
2672.000	482.319	-9.286	0.891
2673.000	482.366	-9.297	0.891
2674.000	482.636	-9.309	0.891
2675.000	482.747	-9.318	0.890
2676.000	482.975	-9.327	0.890
2677.000	483.055	-9.337	0.890
2678.000	483.327	-9.348	0.889
2679.000	483.432	-9.358	0.889
2680.000	483.587	-9.369	0.889
2681.000	483.718	-9.379	0.889
2682.000	483.904	-9.390	0.889
